idQuestionario;nomPais;faixaIdade;nomMotivoRed;numPernoiteTotal;codIBGECidadeVisitada;nomCidadeVisitada_UF;nomHospedagem;nomAgencia;nomAcompanhante;lng;lat;gpcd
42312;United States;32-40 years;Leisure;15;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;73,3333333333333
42578;Poland;32-40 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Alone;-43,22787512;-22,87665212;100
43650;France;25-31 years;Other reasons;8;3304557;Rio de Janeiro - RJ;Rented property;No;Couple without children;-43,22787512;-22,87665212;96,5
44286;Switzerland;Over 60 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Couple without children;-43,22787512;-22,87665212;100
44418;Italy;25-31 years;Leisure;13;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;129,769230769231
7659;France;Over 60 years;Business and events;21;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;35,1904761904762
7660;Switzerland;41-50 years;Business and events;16;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;33,6875
8192;Panama;25-31 years;Business and events;18;3304557;Rio de Janeiro - RJ;Others;No;Co-workers;-43,22787512;-22,87665212;111,111111111111
8875;France;32-40 years;Business and events;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;56,1
8984;United Kingdom;Over 60 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;31,8333333333333
9568;United States;25-31 years;Leisure;18;3304557;Rio de Janeiro - RJ;Others;No;Family group;-43,22787512;-22,87665212;258,333333333333
9880;Mexico;32-40 years;Leisure;3;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Family group;-43,22787512;-22,87665212;200
11054;United Kingdom;51-59 years;Business and events;34;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Alone;-43,22787512;-22,87665212;317,147058823529
11126;China;32-40 years;Business and events;18;3304557;Rio de Janeiro - RJ;Rented property;No;Co-workers;-43,22787512;-22,87665212;44,4444444444444
11158;China;18-24 years;Business and events;30;3304557;Rio de Janeiro - RJ;Others;No;Co-workers;-43,22787512;-22,87665212;17,4333333333333
12376;Nepal;51-59 years;Business and events;12;3304557;Rio de Janeiro - RJ;Others;Separate services;Co-workers;-43,22787512;-22,87665212;42,6666666666667
12389;United States;41-50 years;Leisure;6;3304557;Rio de Janeiro - RJ;Others;No;Couple with children;-43,22787512;-22,87665212;187,5
20885;France;25-31 years;Leisure;11;3304557;Rio de Janeiro - RJ;Posada;No;Alone;-43,22787512;-22,87665212;30,6363636363636
7608;Qatar;25-31 years;Leisure;12;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;307,666666666667
7645;United States;25-31 years;Leisure;11;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;139,090909090909
7665;United States;18-24 years;Leisure;8;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;25
7727;Argentina;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;135,880952380952
7765;Australia;25-31 years;Leisure;5;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;128,36
7771;Philippines;Over 60 years;Leisure;5;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;187,2
7779;Argentina;18-24 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;99
7852;United States;25-31 years;Leisure;10;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Friends;-43,22787512;-22,87665212;224,7
7861;New Zealand;51-59 years;Other reasons;12;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Friends;-43,22787512;-22,87665212;166,666666666667
7878;Italy;41-50 years;Leisure;22;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;152,045454545455
7898;Argentina;51-59 years;Leisure;5;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Family group;-43,22787512;-22,87665212;166,666666666667
7953;Japan;18-24 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;Separate services;Friends;-43,22787512;-22,87665212;148,3
8005;Argentina;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;74,6666666666667
8017;Argentina;41-50 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;328,8125
8089;United Kingdom;51-59 years;Leisure;14;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;61,0357142857143
8099;Canada;25-31 years;Business and events;18;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;30,5555555555556
8108;Kenya;25-31 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;133,714285714286
8140;Argentina;32-40 years;Business and events;25;3304557;Rio de Janeiro - RJ;Rented property;No;Co-workers;-43,22787512;-22,87665212;40
8147;Japan;51-59 years;Business and events;22;3304557;Rio de Janeiro - RJ;Others;No;Alone;-43,22787512;-22,87665212;315,590909090909
8172;United States;18-24 years;Leisure;4;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;105
8177;Argentina;18-24 years;Leisure;10;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Family group;-43,22787512;-22,87665212;192,866666666667
8178;Argentina;25-31 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;261,555555555556
8181;Mexico;25-31 years;Leisure;10;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;178,4
8217;Argentina;32-40 years;Leisure;2;3304557;Rio de Janeiro - RJ;Posada;Tourist package;Couple without children;-43,22787512;-22,87665212;38,5
8225;Argentina;32-40 years;Leisure;6;3304557;Rio de Janeiro - RJ;Posada;No;Friends;-43,22787512;-22,87665212;225,666666666667
8233;Chile;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;253,571428571429
8276;Taiwan;Over 60 years;Business and events;24;3304557;Rio de Janeiro - RJ;Others;Separate services;Co-workers;-43,22787512;-22,87665212;89,4583333333333
8294;Canada;51-59 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Couple without children;-43,22787512;-22,87665212;357,142857142857
8337;Sweden;32-40 years;Business and events;6;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;280,583333333333
8341;United Kingdom;41-50 years;Business and events;42;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;53,4523809523809
8365;New Zealand;Over 60 years;Business and events;11;3304557;Rio de Janeiro - RJ;Rented property;Tourist package;Alone;-43,22787512;-22,87665212;115,090909090909
8389;United Kingdom;25-31 years;Leisure;11;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;254,363636363636
8423;Germany;51-59 years;Business and events;19;3304557;Rio de Janeiro - RJ;Rented property;No;Co-workers;-43,22787512;-22,87665212;531,684210526316
8479;Uruguay;41-50 years;Other reasons;8;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;35,5
8499;New Zealand;Over 60 years;Leisure;20;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;401,5
8507;Uruguay;32-40 years;Leisure;5;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Alone;-43,22787512;-22,87665212;143
8615;United States;25-31 years;Leisure;11;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Family group;-43,22787512;-22,87665212;90,9090909090909
8636;Canada;41-50 years;Business and events;9;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Alone;-43,22787512;-22,87665212;424,555555555556
8639;United States;32-40 years;Leisure;8;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;192,375
8643;Switzerland;32-40 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;87,3333333333333
8664;Ireland;18-24 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;150
8670;Germany;51-59 years;Leisure;6;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;261,833333333333
8674;Mexico;25-31 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;105,166666666667
8689;United Kingdom;32-40 years;Business and events;20;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;60,55
8697;Italy;32-40 years;Leisure;13;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Family group;-43,22787512;-22,87665212;207,230769230769
8720;France;18-24 years;Business and events;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;24,6
8738;Argentina;51-59 years;Leisure;7;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;114,285714285714
8749;United States;51-59 years;Business and events;14;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;108,428571428571
8812;Argentina;32-40 years;Leisure;3;3304557;Rio de Janeiro - RJ;Own property;No;Friends;-43,22787512;-22,87665212;61,6666666666667
8819;United States;41-50 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;37,5
8841;Australia;32-40 years;Leisure;42;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;70,7142857142857
8866;Argentina;18-24 years;Leisure;10;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;23,1
8884;United States;41-50 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Family group;-43,22787512;-22,87665212;75
8892;Portugal;51-59 years;Business and events;9;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;133
8956;Netherlands;41-50 years;Business and events;26;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;91,7403846153846
9282;Netherlands;32-40 years;Leisure;18;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Alone;-43,22787512;-22,87665212;280,611111111111
9292;Australia;32-40 years;Leisure;9;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;169,111111111111
9329;Russia;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;15,4285714285714
9387;United States;41-50 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;76,25
9432;Russia;25-31 years;Business and events;14;3304557;Rio de Janeiro - RJ;Others;No;Co-workers;-43,22787512;-22,87665212;44
9445;United States;25-31 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;92,8125
9468;Israel;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;133
9481;Uzbekistan;32-40 years;Business and events;16;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;31,25
9495;France;41-50 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;56,1
9498;Argentina;25-31 years;Leisure;14;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;87,9285714285714
9574;United States;Over 60 years;Leisure;14;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Family group;-43,22787512;-22,87665212;65,9571428571429
9621;Australia;Over 60 years;Leisure;20;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;128,44375
9639;United States;18-24 years;Business and events;10;3304557;Rio de Janeiro - RJ;Others;No;Family group;-43,22787512;-22,87665212;120
9643;Belgium;41-50 years;Other reasons;14;3304557;Rio de Janeiro - RJ;House of friends and relatives;Separate services;Alone;-43,22787512;-22,87665212;189,214285714286
9650;Argentina;51-59 years;Leisure;14;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;137,428571428571
9764;United Kingdom;32-40 years;Business and events;30;3304557;Rio de Janeiro - RJ;Others;No;Alone;-43,22787512;-22,87665212;48,8666666666667
9767;France;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;612,285714285714
9805;Germany;41-50 years;Business and events;18;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;31,1666666666667
9812;China;25-31 years;Business and events;20;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;30,8
9842;Hungary;41-50 years;Business and events;30;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;22,4333333333333
9851;Finland;41-50 years;Business and events;25;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;67,36
9876;United States;32-40 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;467,5
9887;Belgium;32-40 years;Leisure;19;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;93,5438596491228
9901;France;41-50 years;Leisure;22;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;76,5340909090909
9930;United Kingdom;32-40 years;Business and events;30;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;20
9932;Hungary;41-50 years;Business and events;6;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;20,5
9937;Lithuania;18-24 years;Business and events;8;3304557;Rio de Janeiro - RJ;Others;No;Co-workers;-43,22787512;-22,87665212;30,75
9988;United States;51-59 years;Business and events;28;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;225
9997;Netherlands;25-31 years;Leisure;15;3304557;Rio de Janeiro - RJ;Rented property;No;Couple without children;-43,22787512;-22,87665212;175,866666666667
10026;France;25-31 years;Other reasons;180;3304557;Rio de Janeiro - RJ;Own property;Separate services;Friends;-43,22787512;-22,87665212;25,3944444444444
10100;United States;25-31 years;Leisure;10;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Friends;-43,22787512;-22,87665212;112
10111;Colombia;51-59 years;Business and events;6;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;216,666666666667
10127;Mexico;18-24 years;Leisure;13;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;77,8076923076923
10139;Colombia;41-50 years;Business and events;18;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;Separate services;Alone;-43,22787512;-22,87665212;65,6111111111111
10149;Ireland;18-24 years;Leisure;20;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;Tourist package;Friends;-43,22787512;-22,87665212;154,55
10188;Argentina;25-31 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;100
10190;Mexico;32-40 years;Leisure;5;3304557;Rio de Janeiro - RJ;Others;Tourist package;Couple without children;-43,22787512;-22,87665212;90
10197;Canada;18-24 years;Leisure;7;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;738,571428571429
10373;Netherlands;32-40 years;Business and events;60;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;62,5833333333333
10378;Ireland;51-59 years;Business and events;11;3304557;Rio de Janeiro - RJ;Others;No;Co-workers;-43,22787512;-22,87665212;11,1818181818182
10410;United States;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;614,285714285714
10499;Mexico;18-24 years;Leisure;14;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;Separate services;Alone;-43,22787512;-22,87665212;137,428571428571
10510;Switzerland;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Family group;-43,22787512;-22,87665212;100,714285714286
10550;Netherlands;32-40 years;Leisure;21;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;51
10555;United States;25-31 years;Leisure;9;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;158,777777777778
10563;Argentina;25-31 years;Leisure;5;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;315,6
10584;Argentina;41-50 years;Leisure;10;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;134,74
10595;Argentina;25-31 years;Leisure;4;3304557;Rio de Janeiro - RJ;Rented property;No;Couple without children;-43,22787512;-22,87665212;73,25
10606;Colombia;25-31 years;Business and events;14;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;28,5714285714286
10622;Netherlands;25-31 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;505,1
10666;South Africa;25-31 years;Leisure;21;3304557;Rio de Janeiro - RJ;House of friends and relatives;Separate services;Couple without children;-43,22787512;-22,87665212;186,785714285714
10670;Mexico;41-50 years;Business and events;6;3304557;Rio de Janeiro - RJ;Others;No;Co-workers;-43,22787512;-22,87665212;16,6666666666667
11011;Netherlands;18-24 years;Other reasons;21;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;128,31746031746
11034;Australia;25-31 years;Leisure;22;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;157,5
11107;Mozambique;32-40 years;Leisure;14;3304557;Rio de Janeiro - RJ;Posada;Separate services;Couple without children;-43,22787512;-22,87665212;169,785714285714
11112;United States;41-50 years;Leisure;8;3304557;Rio de Janeiro - RJ;Posada;No;Family group;-43,22787512;-22,87665212;196,875
11114;India;32-40 years;Leisure;13;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Co-workers;-43,22787512;-22,87665212;222,615384615385
11115;India;41-50 years;Business and events;4;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;185,25
11117;United States;41-50 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;293,333333333333
11137;Netherlands;51-59 years;Business and events;21;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;83,1428571428571
11150;Peru;25-31 years;Leisure;4;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Couple without children;-43,22787512;-22,87665212;50
11159;Mexico;25-31 years;Other reasons;15;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;57,4666666666667
11217;Norway;41-50 years;Business and events;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;563,1875
11222;Czech Republic;32-40 years;Leisure;16;3304557;Rio de Janeiro - RJ;Rented property;Tourist package;Couple without children;-43,22787512;-22,87665212;51,875
11248;Spain;32-40 years;Business and events;60;3304557;Rio de Janeiro - RJ;Rented property;No;Co-workers;-43,22787512;-22,87665212;10,7666666666667
11252;Canada;51-59 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Couple without children;-43,22787512;-22,87665212;105,555555555556
11642;Chile;32-40 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;228,75
11646;Argentina;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;175
11648;Australia;18-24 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;79,3333333333333
11665;Argentina;25-31 years;Leisure;11;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;80,6363636363636
11672;Uruguay;25-31 years;Business and events;5;3304557;Rio de Janeiro - RJ;House of friends and relatives;Separate services;Alone;-43,22787512;-22,87665212;100
11689;Argentina;32-40 years;Leisure;8;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;173,125
11705;United States;51-59 years;Leisure;2;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;238
11724;Argentina;18-24 years;Leisure;12;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;137,5
11737;Argentina;18-24 years;Leisure;12;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;44,9166666666667
11751;Australia;25-31 years;Leisure;7;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;189
11757;United Kingdom;41-50 years;Leisure;20;3304557;Rio de Janeiro - RJ;Rented property;No;Couple without children;-43,22787512;-22,87665212;235,825
11861;United States;18-24 years;Leisure;9;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;217,777777777778
12209;United Kingdom;18-24 years;Leisure;8;3304557;Rio de Janeiro - RJ;House of friends and relatives;Separate services;Alone;-43,22787512;-22,87665212;54,375
12237;India;25-31 years;Business and events;24;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;Separate services;Alone;-43,22787512;-22,87665212;49,375
12276;Canada;32-40 years;Leisure;19;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;160,894736842105
12282;United Kingdom;25-31 years;Business and events;17;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;78,4117647058823
12294;France;18-24 years;Leisure;15;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;162,066666666667
12315;United States;32-40 years;Leisure;6;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;271,833333333333
12329;Paraguay;32-40 years;Business and events;18;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;89,8333333333333
12345;Argentina;32-40 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;95,5
12367;United States;32-40 years;Leisure;9;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;95,5
12380;Mexico;32-40 years;Leisure;8;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Family group;-43,22787512;-22,87665212;170,833333333333
12398;Argentina;32-40 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;252,75
12400;United States;41-50 years;Business and events;14;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;214,285714285714
12429;France;25-31 years;Leisure;15;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;95,7666666666667
12452;United States;51-59 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;178,5
12460;Nigeria;41-50 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Co-workers;-43,22787512;-22,87665212;569,5
12488;Argentina;32-40 years;Leisure;10;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;133
12513;Japan;41-50 years;Leisure;8;3304557;Rio de Janeiro - RJ;Own property;No;Alone;-43,22787512;-22,87665212;225
12538;Peru;25-31 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;375
12550;Trinity and Tobago;41-50 years;Business and events;60;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;138,083333333333
12555;Italy;41-50 years;Business and events;15;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;11,5777777777778
12570;France;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;16,047619047619
12605;Japan;51-59 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;312,4
12622;Spain;Over 60 years;Leisure;20;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Family group;-43,22787512;-22,87665212;169,3
12674;Panama;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;322,857142857143
12699;Italy;41-50 years;Leisure;3;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Alone;-43,22787512;-22,87665212;224,333333333333
12726;United States;51-59 years;Leisure;7;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;314,285714285714
12737;United States;18-24 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;250
12767;France;41-50 years;Business and events;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;101
12795;Colombia;41-50 years;Business and events;14;3304557;Rio de Janeiro - RJ;Rented property;No;Co-workers;-43,22787512;-22,87665212;53,2142857142857
12863;Russia;25-31 years;Business and events;12;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;25,6666666666667
12927;Italy;18-24 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Family group;-43,22787512;-22,87665212;182
12936;Pakistan;25-31 years;Leisure;11;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;57,1818181818182
12951;Mexico;32-40 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;84,625
12960;Mexico;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;151,142857142857
13043;United States;25-31 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;50
13046;Trinity and Tobago;51-59 years;Leisure;10;3304557;Rio de Janeiro - RJ;Rented property;No;Co-workers;-43,22787512;-22,87665212;74,5
17131;France;25-31 years;Leisure;21;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;54,2380952380952
17149;United Kingdom;25-31 years;Other reasons;5;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;59,4
17224;Argentina;32-40 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;92,2
17246;United Kingdom;18-24 years;Leisure;14;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;55,7857142857143
